Application mode,Course,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
17,9147,1,1,0,5,14,0,0.0,0,5,5,0,0.0,Dropout
1,9070,1,1,1,6,6,6,11.666666666666666,0,6,6,6,12.166666666666666,Enrolled
7,9130,0,1,0,5,7,2,13.0,0,5,5,0,0.0,Dropout
43,9991,1,1,0,2,5,0,0.0,0,4,4,0,0.0,Dropout
1,9500,1,1,0,8,8,0,0.0,0,8,8,0,0.0,Dropout
17,9119,1,1,1,5,5,5,13.0,0,5,5,5,14.2,Graduate
1,9238,1,1,1,6,7,6,13.857142857142858,0,6,6,6,14.0,Graduate
1,9500,1,1,0,7,7,6,13.391666666666666,0,8,8,8,12.4875,Graduate
1,9147,1,1,1,5,7,4,12.75,0,5,5,0,0.0,Dropout
44,9130,1,1,0,5,7,4,14.5,0,5,5,5,14.6,Graduate
1,9238,1,1,0,6,7,6,12.166666666666666,0,6,6,6,12.166666666666666,Graduate
1,9130,1,1,0,5,5,5,15.4,0,5,5,5,15.6,Dropout
39,9119,0,1,0,5,9,2,13.333333333333334,0,5,9,2,16.0,Dropout
39,9991,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
1,9070,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9254,1,1,0,6,7,6,13.714285714285714,0,6,8,6,14.714285714285714,Graduate
39,9238,1,1,0,6,7,4,12.25,0,6,7,0,0.0,Dropout
43,9070,1,1,0,6,9,5,16.0,0,6,11,4,16.5,Enrolled
39,9991,1,1,0,5,8,1,11.0,0,5,5,1,13.0,Dropout
39,9500,1,1,0,7,7,7,14.085714285714284,0,7,7,7,14.085714285714284,Enrolled
18,9238,1,1,0,6,9,6,10.166666666666666,0,6,10,6,10.5,Graduate
39,9119,1,1,0,5,8,1,10.0,0,5,9,0,0.0,Dropout
51,9119,1,1,0,5,10,0,0.0,0,5,7,1,10.0,Enrolled
39,9991,0,1,0,5,10,2,10.5,0,5,5,3,10.666666666666666,Dropout
1,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9070,0,1,1,6,6,0,0.0,0,6,6,0,0.0,Dropout
43,8014,1,1,0,6,12,0,0.0,0,5,10,0,0.0,Dropout
39,9003,1,1,0,6,8,0,0.0,0,6,10,0,0.0,Dropout
39,9003,1,1,0,6,15,5,13.333333333333334,0,6,15,5,12.4,Graduate
1,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9670,1,1,1,6,7,6,13.571428571428571,0,6,6,6,14.333333333333334,Graduate
17,9070,1,1,1,6,6,6,12.833333333333334,0,6,7,6,11.166666666666666,Graduate
43,9991,1,1,0,5,6,4,10.25,3,8,18,5,11.2,Dropout
39,9130,1,1,0,6,6,0,0.0,0,6,6,0,0.0,Dropout
17,9119,1,1,0,5,5,4,14.5,0,6,8,3,13.333333333333334,Dropout
17,9119,1,1,0,5,6,5,15.8,0,5,8,5,13.714285714285714,Enrolled
39,9003,0,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9119,1,1,0,5,8,4,12.5,0,5,7,3,14.666666666666666,Enrolled
43,9003,1,1,0,18,22,18,11.666666666666666,12,13,13,12,11.5,Graduate
17,9991,1,1,0,5,6,4,13.0,0,5,5,5,13.0,Graduate
17,9500,1,1,0,7,8,7,12.12142857142857,0,9,12,8,11.50625,Graduate
53,9085,1,1,1,11,15,9,14.22222222222222,4,9,15,7,13.75,Graduate
43,9670,1,1,0,6,17,4,12.5,0,6,8,4,13.25,Enrolled
18,9119,1,1,0,5,7,5,12.166666666666666,0,5,7,5,15.285714285714286,Graduate
39,9670,1,1,1,6,0,0,0.0,0,6,0,0,0.0,Dropout
39,9254,1,1,0,6,6,6,12.666666666666666,0,6,6,6,11.5,Graduate
18,9500,1,1,0,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,Graduate
44,9130,1,1,0,18,32,12,12.857142857142858,8,12,15,10,14.3,Graduate
1,9130,1,1,0,5,7,4,14.0,0,5,5,5,14.2,Graduate
17,9670,1,1,1,6,8,4,14.75,0,6,6,5,11.8,Graduate
1,9085,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9670,1,1,0,6,8,6,13.625,0,6,7,6,14.285714285714286,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
44,9003,1,1,0,6,12,4,11.8,0,6,11,4,11.875,Dropout
39,9003,1,1,0,6,8,6,15.125,0,6,10,6,14.6,Graduate
17,9254,1,1,0,6,10,4,11.5,0,6,10,2,10.5,Dropout
39,9119,1,1,0,5,12,1,10.0,0,5,11,1,11.0,Enrolled
42,9773,1,1,0,4,8,0,0.0,0,5,10,0,0.0,Dropout
1,9147,1,1,0,5,9,3,10.333333333333334,0,5,6,5,12.8,Graduate
44,9119,1,1,0,5,9,0,0.0,0,5,6,2,11.666666666666666,Enrolled
1,9003,1,1,1,6,9,4,12.0,0,6,10,4,12.5,Enrolled
18,9773,1,1,0,6,6,6,13.833333333333334,0,6,6,6,14.5,Graduate
1,171,1,1,0,17,19,13,12.153846153846152,10,17,28,11,11.909090909090908,Enrolled
17,9130,1,1,0,6,7,6,14.0,0,6,8,6,13.666666666666666,Graduate
1,9773,0,1,0,6,8,6,16.5,0,6,6,5,13.8,Enrolled
39,9130,1,1,0,5,11,1,18.0,0,5,10,3,13.333333333333334,Dropout
44,9003,1,1,0,6,11,6,11.285714285714286,0,6,12,5,11.77777777777778,Enrolled
1,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
1,9670,1,1,0,6,10,5,14.0,0,6,10,6,12.0,Enrolled
39,9130,1,1,0,5,13,4,13.75,0,5,9,3,12.0,Enrolled
1,9670,0,1,0,6,9,4,13.25,0,6,6,5,11.0,Dropout
39,9147,1,1,1,5,7,4,14.25,0,5,7,4,14.75,Graduate
39,9147,0,1,0,5,9,0,0.0,0,5,5,0,0.0,Dropout
43,9991,0,1,0,12,12,8,11.25,3,8,8,3,11.333333333333334,Dropout
1,9130,1,1,1,6,7,6,13.5,0,6,8,6,12.5,Graduate
17,9254,1,1,1,6,8,5,12.666666666666666,0,6,10,6,12.857142857142858,Graduate
1,9070,1,1,1,6,6,6,15.166666666666666,0,6,6,6,12.333333333333334,Graduate
7,9119,1,1,0,6,6,6,13.166666666666666,2,5,7,5,15.142857142857142,Dropout
53,9003,1,1,0,12,20,10,11.8,5,12,15,9,11.444444444444445,Enrolled
17,9119,1,1,0,5,10,4,11.5,0,5,11,0,0.0,Enrolled
44,9070,1,1,0,6,6,6,14.5,0,6,8,6,11.333333333333334,Graduate
1,9773,1,1,0,6,10,5,13.4,0,6,12,3,10.666666666666666,Enrolled
1,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9147,1,1,1,5,8,4,10.8,0,5,10,2,12.5,Dropout
39,9238,1,1,0,5,6,0,0.0,0,5,5,0,0.0,Dropout
39,9003,0,1,0,10,23,6,11.428571428571429,2,7,15,4,12.0,Dropout
43,9003,1,1,0,14,24,8,12.5,6,13,23,10,11.6,Dropout
1,9147,1,1,0,5,11,2,13.5,0,5,11,3,12.333333333333334,Enrolled
1,9254,1,1,0,6,6,0,0.0,0,6,12,0,0.0,Dropout
17,9147,1,1,1,5,8,5,12.75,0,5,7,5,11.5,Graduate
43,9773,1,1,0,6,17,3,11.333333333333334,0,6,14,3,12.333333333333334,Enrolled
39,9003,1,1,0,6,8,0,0.0,0,6,10,0,0.0,Dropout
1,9773,1,1,0,6,9,5,11.4,0,6,13,5,12.4,Enrolled
17,9773,1,1,0,6,7,6,14.428571428571429,0,6,7,6,14.571428571428571,Graduate
17,9500,1,1,0,7,9,7,12.492857142857144,0,8,10,8,11.7125,Graduate
39,8014,1,1,0,8,10,4,11.5,2,8,13,4,11.0,Dropout
39,9991,1,1,0,5,7,5,11.2,0,5,6,5,12.8,Graduate
1,9147,0,1,0,5,9,3,12.0,0,5,7,3,11.0,Dropout
1,9500,1,1,0,8,8,7,15.885714285714286,0,8,8,7,15.885714285714286,Graduate
1,9500,0,1,0,7,12,4,12.94,0,7,12,4,11.58,Dropout
39,8014,0,1,0,6,6,6,14.0,0,6,6,6,14.166666666666666,Graduate
39,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9500,0,1,0,7,7,0,0.0,0,8,8,0,0.0,Dropout
18,9991,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9991,1,1,0,5,8,4,11.25,0,5,8,3,11.0,Dropout
7,9119,1,1,0,5,5,0,0.0,0,5,6,0,0.0,Dropout
39,8014,0,0,0,6,13,4,11.25,0,6,12,0,0.0,Dropout
39,9991,1,0,0,5,11,3,10.666666666666666,1,5,10,4,12.5,Enrolled
39,8014,1,0,0,6,9,5,11.8,1,6,10,3,10.666666666666666,Graduate
43,9147,1,1,0,10,19,8,11.625,4,10,16,10,11.181818181818182,Graduate
43,9238,1,1,0,6,11,0,0.0,0,5,10,0,0.0,Dropout
17,9070,1,1,1,6,8,4,10.25,0,6,6,4,11.25,Dropout
43,9991,1,1,0,15,16,15,10.8,13,14,14,14,11.357142857142858,Graduate
53,171,0,1,1,12,15,11,12.545454545454543,4,11,16,11,12.666666666666666,Graduate
39,9003,1,1,0,7,7,7,13.571428571428571,0,6,9,5,13.4,Enrolled
39,9085,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
39,9991,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9003,1,1,0,6,9,6,14.77777777777778,0,6,11,5,12.2,Graduate
39,9003,1,1,0,3,4,0,0.0,0,4,8,0,0.0,Dropout
39,9119,1,1,0,2,2,0,0.0,0,2,2,0,0.0,Dropout
39,9147,0,1,0,4,4,0,0.0,0,5,0,0,0.0,Dropout
39,9991,0,1,0,5,10,0,0.0,0,5,5,0,0.0,Dropout
39,9670,1,1,1,5,5,5,11.4,0,5,7,5,11.6,Graduate
39,9003,1,1,0,9,13,6,11.666666666666666,2,7,10,6,10.857142857142858,Dropout
42,9119,1,1,0,10,12,7,11.285714285714286,2,8,8,5,13.0,Dropout
1,9773,1,1,1,6,12,4,11.5,0,6,10,5,12.6,Graduate
1,9991,1,1,1,5,5,5,16.0,0,5,5,5,16.0,Graduate
1,9773,1,1,1,6,6,6,12.5,0,6,7,6,12.666666666666666,Dropout
17,9119,1,1,0,5,7,4,12.0,0,5,10,3,13.0,Enrolled
43,9085,1,1,0,5,11,0,0.0,0,5,11,3,11.666666666666666,Enrolled
42,9119,1,1,0,5,10,5,13.0,0,5,10,5,12.6,Graduate
39,9003,1,1,0,18,27,13,13.714285714285714,7,12,18,12,12.083333333333334,Graduate
1,9119,1,1,1,5,9,3,12.333333333333334,0,6,14,3,12.5,Dropout
7,9003,0,1,0,17,31,11,12.727272727272728,10,12,24,10,12.7,Dropout
43,9670,1,1,0,5,5,1,14.0,0,5,5,0,0.0,Dropout
18,9147,0,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,8014,1,1,0,6,8,5,11.4,1,6,12,3,11.0,Enrolled
43,9670,1,1,0,5,5,0,0.0,0,5,5,1,10.0,Dropout
39,9003,1,1,0,6,8,6,18.875,6,12,14,12,17.692307692307693,Graduate
1,9853,1,1,0,6,12,0,0.0,0,6,12,0,0.0,Dropout
39,9500,1,1,0,7,15,6,11.333333333333334,0,7,16,4,12.6,Enrolled
7,9991,1,1,0,7,9,7,13.5,0,5,6,5,16.2,Dropout
39,9254,1,1,0,11,12,2,15.0,4,9,10,3,10.0,Graduate
39,9119,0,1,0,5,10,0,0.0,0,5,7,0,0.0,Dropout
7,9991,1,1,0,9,9,9,14.22222222222222,5,5,5,5,12.8,Dropout
1,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
39,9003,0,1,0,7,14,4,12.0,0,6,16,0,0.0,Dropout
1,9085,1,1,0,5,9,5,12.6,0,5,8,4,12.0,Graduate
15,171,1,1,0,12,12,12,15.083333333333334,4,11,15,11,13.083333333333334,Enrolled
18,9119,1,1,1,5,5,0,0.0,0,5,5,0,0.0,Dropout
44,9003,1,1,0,6,8,6,14.5,0,6,10,6,15.3,Graduate
39,9070,1,1,0,6,6,6,14.5,0,6,6,6,13.5,Graduate
1,9147,1,1,0,5,12,3,10.0,0,5,12,1,13.0,Enrolled
17,9119,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
1,9147,1,1,0,5,5,5,11.6,0,5,5,5,13.2,Graduate
39,9773,1,1,0,6,10,4,11.75,0,6,7,0,0.0,Dropout
18,9254,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9254,1,1,1,6,7,0,0.0,0,6,6,0,0.0,Dropout
39,9991,0,1,0,5,7,4,11.25,0,5,8,4,11.8,Dropout
39,9130,1,1,0,6,9,5,11.571428571428571,0,6,11,0,0.0,Dropout
1,9119,1,1,0,5,7,4,10.0,0,5,8,1,16.0,Enrolled
44,9003,1,1,1,6,11,5,13.833333333333334,0,6,13,6,12.3,Enrolled
43,9070,1,1,0,6,6,4,12.75,3,9,12,3,12.666666666666666,Dropout
39,9147,1,1,0,4,4,0,0.0,0,5,9,0,0.0,Dropout
44,9130,1,1,0,6,13,5,11.6,1,6,12,2,11.0,Enrolled
39,9085,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
1,9670,1,1,0,6,6,4,11.25,0,6,10,3,10.333333333333334,Dropout
39,9003,0,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9773,1,1,0,6,6,6,14.333333333333334,0,6,7,6,15.0,Graduate
39,8014,0,1,0,6,7,0,0.0,0,5,5,0,0.0,Dropout
43,9500,1,1,1,23,23,20,13.5,18,23,23,20,13.5,Graduate
1,9254,1,1,0,6,8,6,12.666666666666666,0,6,10,5,12.2,Enrolled
1,9500,1,1,0,7,7,7,12.444285714285714,0,8,11,7,11.347142857142858,Graduate
1,9147,1,1,0,5,7,3,10.666666666666666,0,5,7,3,11.333333333333334,Dropout
43,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
1,9070,1,1,1,6,6,6,12.666666666666666,1,6,6,5,12.4,Graduate
39,9991,1,1,0,5,5,5,13.2,0,5,6,5,14.833333333333334,Graduate
53,9003,1,1,0,12,20,10,12.7,5,12,14,11,12.181818181818182,Graduate
39,9147,1,1,0,5,6,5,14.833333333333334,0,5,5,5,14.8,Graduate
39,9003,0,1,0,10,10,4,11.5,1,7,8,1,12.0,Dropout
39,9670,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
18,9147,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
17,9147,1,1,0,5,7,3,12.666666666666666,0,5,12,2,12.5,Enrolled
1,9254,1,1,1,6,7,6,14.714285714285714,0,6,6,6,12.5,Graduate
17,9773,1,1,0,6,11,3,13.666666666666666,0,6,13,4,10.25,Enrolled
1,9147,1,1,0,5,9,5,10.8,0,5,13,2,13.5,Enrolled
51,8014,0,1,0,8,13,4,10.5,5,10,16,7,10.428571428571429,Dropout
39,9003,1,1,0,6,10,6,15.0,0,6,11,5,12.5,Graduate
1,9773,1,1,1,6,6,6,12.666666666666666,0,6,6,6,14.0,Graduate
39,9773,1,1,0,6,7,6,13.166666666666666,0,6,6,6,13.666666666666666,Graduate
1,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,8014,1,0,0,6,6,6,13.0,0,6,6,6,12.5,Graduate
39,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9238,1,0,0,6,13,2,10.0,0,6,10,1,15.0,Dropout
44,9085,1,0,0,6,7,6,13.333333333333334,1,6,16,5,13.375,Graduate
39,8014,1,0,0,6,13,3,12.333333333333334,0,6,6,6,13.333333333333334,Graduate
51,33,1,0,0,21,23,20,13.181818181818182,10,14,18,14,11.642857142857142,Graduate
39,9500,1,0,1,7,7,6,12.513333333333334,0,8,9,7,13.071428571428571,Graduate
18,9853,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9500,1,0,1,8,8,7,13.585714285714284,0,8,8,7,13.585714285714284,Graduate
1,9556,1,0,0,7,9,7,11.155555555555557,0,8,10,8,11.425,Graduate
39,8014,1,1,1,7,9,6,11.857142857142858,1,6,7,5,12.0,Graduate
17,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
43,9070,1,1,0,14,14,14,14.0,7,13,13,13,13.615384615384617,Graduate
10,9773,0,0,0,6,8,5,12.0,0,6,0,0,0.0,Dropout
15,9500,1,0,0,7,15,4,11.575,0,7,10,5,12.419999999999998,Enrolled
17,9500,1,0,0,7,8,7,13.198571428571428,0,8,8,8,13.0625,Graduate
10,9085,1,0,0,6,10,6,13.5,0,6,12,6,12.0,Graduate
1,9670,1,0,0,6,6,6,13.333333333333334,0,6,8,5,12.8,Dropout
17,9119,1,1,0,5,10,4,14.25,0,5,14,1,10.0,Enrolled
17,9070,1,0,1,6,7,6,12.166666666666666,0,6,9,4,12.0,Graduate
1,9500,1,0,1,8,8,7,12.214285714285714,0,8,8,7,12.214285714285714,Graduate
17,9254,1,0,1,6,8,6,12.666666666666666,0,6,6,6,13.0,Graduate
1,9773,1,0,1,6,7,6,12.285714285714286,0,6,6,6,13.5,Graduate
1,9254,1,0,1,6,7,6,13.0,0,6,6,6,13.0,Graduate
1,9254,1,0,0,6,8,6,12.142857142857142,0,6,6,6,11.166666666666666,Graduate
17,9500,1,0,1,7,8,7,13.875714285714285,0,8,9,7,13.085714285714284,Graduate
17,9853,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9238,1,0,1,6,12,6,11.666666666666666,0,6,7,0,0.0,Dropout
1,9085,1,0,0,6,13,6,13.153846153846152,0,6,12,3,11.0,Graduate
1,9070,1,0,1,6,6,6,14.5,0,6,6,6,12.833333333333334,Dropout
17,9500,1,0,1,7,7,7,14.44142857142857,0,8,8,8,13.65625,Graduate
17,9773,1,0,0,6,6,6,15.166666666666666,0,6,7,6,14.285714285714286,Graduate
17,9147,1,0,1,5,5,5,11.6,0,5,12,4,12.625,Graduate
17,9773,1,0,0,6,6,6,11.666666666666666,0,6,6,6,12.333333333333334,Graduate
44,9003,1,0,1,6,8,6,12.625,0,6,10,6,13.2,Graduate
16,9238,1,0,1,6,14,3,12.666666666666666,0,6,7,6,11.0,Graduate
17,9130,1,0,1,6,7,6,12.833333333333334,0,6,8,6,13.0,Enrolled
1,9238,1,0,1,6,7,6,11.857142857142858,0,6,8,6,13.142857142857142,Graduate
17,9853,1,0,0,6,8,5,11.4,0,6,7,4,10.75,Enrolled
43,9130,1,0,0,5,10,5,14.857142857142858,0,5,7,5,15.142857142857142,Enrolled
1,9670,1,0,0,6,7,6,14.714285714285714,0,6,6,6,15.833333333333334,Graduate
15,9670,1,0,0,6,6,6,13.5,0,6,9,5,13.0,Graduate
18,9130,1,0,1,5,7,4,11.5,0,5,5,5,12.4,Graduate
7,9147,1,0,0,5,9,2,14.0,0,5,5,0,0.0,Dropout
1,9853,1,0,1,7,8,6,12.833333333333334,0,6,6,0,0.0,Dropout
17,9556,1,0,1,7,7,7,13.428571428571429,0,8,8,8,14.75,Graduate
17,9070,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
44,9003,1,0,0,6,18,3,11.666666666666666,0,6,14,4,11.5,Enrolled
1,9773,1,0,0,6,6,6,16.0,0,6,7,6,14.333333333333334,Graduate
1,9238,1,0,0,6,6,6,13.833333333333334,0,6,6,6,11.833333333333334,Graduate
1,9500,1,0,0,8,9,8,13.2325,0,8,9,8,13.2325,Graduate
1,9773,1,1,1,6,6,6,14.0,0,6,6,6,14.166666666666666,Graduate
17,9254,1,1,1,6,14,2,10.0,0,6,6,0,0.0,Dropout
43,8014,1,0,0,16,16,15,13.333333333333334,11,13,13,11,12.272727272727272,Graduate
17,9070,1,0,1,6,6,6,12.5,0,6,6,6,14.333333333333334,Enrolled
1,8014,1,0,0,6,6,6,12.5,0,6,6,6,11.5,Graduate
17,9991,1,1,0,5,8,2,10.5,0,5,5,0,0.0,Dropout
18,9119,1,1,0,5,11,3,10.666666666666666,0,5,9,3,11.333333333333334,Enrolled
1,9119,1,1,0,5,9,4,10.5,0,5,11,2,10.5,Enrolled
15,9147,1,0,0,5,10,4,12.0,0,5,6,5,11.4,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
43,9147,1,0,0,5,11,5,11.5,0,5,9,2,10.666666666666666,Enrolled
1,9773,1,0,0,6,6,6,14.0,0,6,6,6,13.5,Dropout
17,9853,1,0,0,6,7,6,13.5,0,6,8,5,12.6,Graduate
1,9500,1,0,0,8,8,8,13.07375,0,8,8,8,13.07375,Graduate
39,9500,1,0,0,7,9,2,10.75,0,7,9,0,0.0,Dropout
1,9238,1,0,0,6,11,1,12.0,0,5,10,0,0.0,Enrolled
1,9254,1,0,1,6,6,6,14.0,0,6,6,6,13.333333333333334,Graduate
15,9238,1,1,0,6,7,6,12.333333333333334,0,6,7,6,13.428571428571429,Graduate
17,9500,1,0,1,7,7,7,13.464285714285714,0,8,9,8,14.788888888888888,Graduate
39,8014,1,0,0,6,14,3,10.666666666666666,0,6,9,5,11.2,Enrolled
39,9147,1,0,0,5,6,5,11.6,0,5,8,5,12.2,Enrolled
1,9773,1,0,1,6,6,6,13.666666666666666,0,6,6,6,14.666666666666666,Graduate
1,9500,1,0,0,8,9,8,14.4025,0,8,9,8,14.4025,Graduate
1,9500,1,0,0,7,9,7,15.46875,0,8,8,8,16.3875,Graduate
1,9238,1,0,0,6,8,6,12.625,0,6,6,6,14.166666666666666,Graduate
1,9500,1,0,0,7,7,6,14.983333333333334,0,7,7,6,14.983333333333334,Graduate
16,9773,1,0,1,6,6,6,15.0,0,6,6,6,13.0,Graduate
39,8014,1,0,0,9,9,9,15.88888888888889,3,7,7,7,14.142857142857142,Graduate
44,9085,1,0,0,6,14,4,11.5,0,6,14,3,11.0,Dropout
1,9254,1,0,0,6,14,2,10.5,0,6,11,1,10.0,Dropout
17,9500,1,0,0,7,7,6,13.983333333333334,0,7,7,6,13.983333333333334,Graduate
1,9238,1,0,0,6,6,6,13.0,0,6,6,6,12.833333333333334,Graduate
1,9238,1,0,1,6,6,6,13.666666666666666,0,6,6,6,13.0,Graduate
39,9003,0,0,0,6,8,0,0.0,0,6,8,0,0.0,Dropout
1,9147,1,0,0,5,5,5,14.4,0,5,5,5,15.4,Graduate
39,9991,1,0,0,5,10,4,12.0,0,5,9,4,11.25,Enrolled
1,9853,1,0,0,6,6,6,14.166666666666666,0,6,7,6,13.666666666666666,Graduate
17,8014,1,0,0,6,8,5,12.2,0,6,7,6,12.0,Graduate
18,9147,1,0,0,5,8,3,12.0,0,5,9,3,12.666666666666666,Enrolled
1,9147,1,0,0,5,11,2,10.5,0,5,14,1,11.0,Enrolled
17,9853,1,0,0,6,8,3,12.333333333333334,0,6,11,2,10.5,Dropout
1,9853,1,0,0,6,7,5,12.2,0,6,7,5,12.2,Enrolled
39,9003,1,0,0,6,6,0,0.0,0,6,6,0,0.0,Dropout
1,9853,0,0,0,7,10,6,11.5,0,7,8,6,13.166666666666666,Enrolled
7,9147,1,0,0,9,9,9,10.88888888888889,3,10,18,10,11.615384615384617,Graduate
39,9556,1,0,0,7,12,6,12.166666666666666,0,8,8,8,11.675,Dropout
17,9147,1,0,0,5,7,2,10.0,0,5,9,1,12.0,Enrolled
17,9070,1,0,1,6,6,6,12.666666666666666,0,6,6,6,12.166666666666666,Graduate
1,9070,1,0,0,6,9,5,11.4,0,6,8,5,12.2,Dropout
43,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9085,1,0,0,5,14,2,13.0,0,5,8,4,12.0,Enrolled
17,9853,1,0,0,6,8,5,13.4,0,6,7,5,12.0,Enrolled
17,9853,1,0,1,6,6,6,13.5,0,6,8,5,12.8,Dropout
17,9254,1,0,0,6,14,4,12.25,0,6,11,3,11.333333333333334,Enrolled
1,9238,1,0,0,6,7,6,12.285714285714286,0,6,7,6,12.833333333333334,Graduate
1,9085,0,0,0,5,12,0,0.0,0,5,8,0,0.0,Dropout
17,9238,1,0,0,6,10,2,10.5,0,6,11,1,13.0,Dropout
44,9085,1,0,0,5,12,3,14.0,0,5,8,5,12.0,Graduate
10,9085,1,0,0,5,7,5,14.2,0,5,10,5,12.2,Graduate
1,9773,1,0,0,6,8,5,13.0,0,6,7,6,13.142857142857142,Dropout
17,9254,1,0,0,6,6,6,11.0,0,6,8,4,12.75,Graduate
43,9991,1,0,0,8,9,3,11.0,2,7,7,2,10.0,Dropout
17,9500,1,0,0,7,9,6,12.385714285714286,0,8,9,8,13.755555555555556,Graduate
17,9773,1,1,0,6,12,4,14.75,0,6,7,4,12.25,Graduate
1,9130,1,0,0,5,6,5,16.166666666666668,0,5,6,5,15.833333333333334,Graduate
39,9991,1,1,0,5,7,0,0.0,0,5,8,0,0.0,Dropout
1,9119,1,1,0,5,6,5,12.4,0,5,9,3,13.0,Dropout
1,9130,0,1,0,6,8,5,11.6,0,6,11,4,13.0,Dropout
17,9853,1,0,1,6,8,5,12.2,0,6,13,0,0.0,Dropout
17,9254,1,0,1,6,7,5,11.0,0,6,7,5,12.8,Graduate
17,9853,1,0,1,6,8,6,12.333333333333334,0,6,7,5,12.4,Dropout
44,9238,1,0,1,6,6,6,14.833333333333334,2,6,7,6,12.571428571428571,Graduate
42,9070,1,0,0,10,15,9,11.555555555555555,7,11,17,10,11.9,Enrolled
1,9070,1,0,1,6,6,6,12.0,0,6,6,6,11.833333333333334,Graduate
51,8014,1,0,1,13,13,11,12.727272727272728,9,11,11,10,12.6,Graduate
43,9991,1,0,0,2,2,2,10.5,1,1,1,1,11.0,Dropout
1,9773,1,0,0,6,6,6,12.333333333333334,0,6,6,6,12.0,Graduate
39,9991,1,1,0,5,10,0,0.0,0,5,7,1,12.0,Dropout
1,9500,1,1,0,7,7,7,14.842857142857143,0,8,9,8,14.38888888888889,Graduate
1,9500,1,1,0,7,7,7,12.2,0,7,7,7,12.2,Enrolled
1,9147,1,1,1,5,10,4,10.8,0,5,10,4,11.75,Enrolled
39,9991,1,1,0,5,7,4,12.75,0,5,7,5,14.333333333333334,Enrolled
39,9991,1,1,0,5,13,2,11.0,0,5,12,1,12.0,Dropout
17,9254,1,1,0,6,9,4,10.75,0,6,12,0,0.0,Dropout
43,9500,1,1,0,8,9,8,12.55375,0,8,9,8,12.55375,Graduate
1,9500,1,1,0,8,8,7,12.665714285714284,0,8,8,7,12.665714285714284,Graduate
1,9670,1,1,0,6,10,6,12.714285714285714,0,6,8,4,13.0,Enrolled
39,9556,1,1,0,7,7,2,11.75,0,5,10,0,0.0,Dropout
1,9254,0,1,0,6,11,3,11.0,0,6,14,0,0.0,Dropout
16,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9147,1,1,0,5,5,5,13.4,0,5,6,5,12.2,Graduate
1,171,1,1,0,17,21,17,12.578947368421051,15,17,20,17,12.117647058823527,Graduate
39,9119,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
1,9773,1,1,1,6,8,6,12.0,0,6,8,6,11.5,Graduate
17,9670,1,1,0,6,6,3,12.333333333333334,0,6,9,0,0.0,Dropout
39,9991,1,1,0,5,11,4,11.5,0,5,11,3,13.5,Dropout
